kernel,error_code,error_msg,phase,count,relative,model,job,run,fold,a,b,nparam,trafo_target_slope,index
kernel_05,1,divergent transition,posterior,0,0,gaussian-nonlinear,005-gaussian-nonlinear,20250909-143342,4,NA,NA,NA,NA,NA
kernel_01,90,nan acceptance prob,warmup,8,4.0000001899898e-4,gaussian-nonlinear,005-gaussian-nonlinear,20250909-143343,5,NA,NA,NA,NA,NA
kernel_01,90,nan acceptance prob,posterior,0,0,gaussian-nonlinear,005-gaussian-nonlinear,20250909-143343,5,NA,NA,NA,NA,NA
kernel_05,1,divergent transition,warmup,78,0.00389999989420175,gaussian-nonlinear,005-gaussian-nonlinear,20250909-143343,5,NA,NA,NA,NA,NA
kernel_05,1,divergent transition,posterior,0,0,gaussian-nonlinear,005-gaussian-nonlinear,20250909-143343,5,NA,NA,NA,NA,NA
kernel_01,90,nan acceptance prob,warmup,9,4.4999999227002e-4,gaussian-nonlinear,005-gaussian-nonlinear,20250909-143358,6,NA,NA,NA,NA,NA
kernel_01,90,nan acceptance prob,posterior,0,0,gaussian-nonlinear,005-gaussian-nonlinear,20250909-143358,6,NA,NA,NA,NA,NA
kernel_05,1,divergent transition,warmup,107,0.00535000022500753,gaussian-nonlinear,005-gaussian-nonlinear,20250909-143358,6,NA,NA,NA,NA,NA
kernel_05,1,divergent transition,posterior,0,0,gaussian-nonlinear,005-gaussian-nonlinear,20250909-143358,6,NA,NA,NA,NA,NA
kernel_01,90,nan acceptance prob,warmup,10,4.9999996554106e-4,gaussian-nonlinear,005-gaussian-nonlinear,20250909-144146,7,NA,NA,NA,NA,NA
kernel_01,90,nan acceptance prob,posterior,0,0,gaussian-nonlinear,005-gaussian-nonlinear,20250909-144146,7,NA,NA,NA,NA,NA
kernel_05,1,divergent transition,warmup,107,0.00535000022500753,gaussian-nonlinear,005-gaussian-nonlinear,20250909-144146,7,NA,NA,NA,NA,NA
kernel_05,1,divergent transition,posterior,0,0,gaussian-nonlinear,005-gaussian-nonlinear,20250909-144146,7,NA,NA,NA,NA,NA
kernel_01,90,nan acceptance prob,warmup,11,5.4999999701976e-4,gaussian-nonlinear,005-gaussian-nonlinear,20250909-144141,8,NA,NA,NA,NA,NA
kernel_01,90,nan acceptance prob,posterior,0,0,gaussian-nonlinear,005-gaussian-nonlinear,20250909-144141,8,NA,NA,NA,NA,NA
kernel_05,1,divergent transition,warmup,130,0.00650000013411045,gaussian-nonlinear,005-gaussian-nonlinear,20250909-144141,8,NA,NA,NA,NA,NA
kernel_05,1,divergent transition,posterior,0,0,gaussian-nonlinear,005-gaussian-nonlinear,20250909-144141,8,NA,NA,NA,NA,NA
kernel_01,90,nan acceptance prob,warmup,12,5.999999702908e-4,gaussian-nonlinear,005-gaussian-nonlinear,20250909-144206,9,NA,NA,NA,NA,NA
kernel_01,90,nan acceptance prob,posterior,0,0,gaussian-nonlinear,005-gaussian-nonlinear,20250909-144206,9,NA,NA,NA,NA,NA
kernel_05,1,divergent transition,warmup,106,0.00530000030994415,gaussian-nonlinear,005-gaussian-nonlinear,20250909-144206,9,NA,NA,NA,NA,NA
kernel_05,1,divergent transition,posterior,11,5.4999999701976e-4,gaussian-nonlinear,005-gaussian-nonlinear,20250909-144206,9,NA,NA,NA,NA,NA
kernel_01,90,nan acceptance prob,warmup,12,6.0000002849847e-4,gaussian-nonlinear,005-gaussian-nonlinear,20250909-145117,10,NA,NA,NA,NA,NA
kernel_01,90,nan acceptance prob,posterior,0,0,gaussian-nonlinear,005-gaussian-nonlinear,20250909-145117,10,NA,NA,NA,NA,NA
kernel_05,1,divergent transition,warmup,85,0.00425000023096799,gaussian-nonlinear,005-gaussian-nonlinear,20250909-145117,10,NA,NA,NA,NA,NA
kernel_05,1,divergent transition,posterior,0,0,gaussian-nonlinear,005-gaussian-nonlinear,20250909-145117,10,NA,NA,NA,NA,NA
kernel_00,90,nan acceptance prob,warmup,2,9.999999747378752e-5,gaussian-linear,006-gaussian-linear,20250909-144444,-1,NA,NA,NA,NA,NA
kernel_00,90,nan acceptance prob,posterior,0,0,gaussian-linear,006-gaussian-linear,20250909-144444,-1,NA,NA,NA,NA,NA
kernel_04,1,divergent transition,warmup,75,0.00375000014901161,gaussian-linear,006-gaussian-linear,20250909-144444,-1,NA,NA,NA,NA,NA
kernel_04,1,divergent transition,posterior,0,0,gaussian-linear,006-gaussian-linear,20250909-144444,-1,NA,NA,NA,NA,NA
kernel_00,90,nan acceptance prob,warmup,5,2.4999998277053e-4,gaussian-linear,006-gaussian-linear,20250909-142412,1,NA,NA,NA,NA,NA
kernel_00,90,nan acceptance prob,posterior,0,0,gaussian-linear,006-gaussian-linear,20250909-142412,1,NA,NA,NA,NA,NA
kernel_04,1,divergent transition,warmup,97,0.00485000014305114,gaussian-linear,006-gaussian-linear,20250909-142412,1,NA,NA,NA,NA,NA
kernel_04,1,divergent transition,posterior,0,0,gaussian-linear,006-gaussian-linear,20250909-142412,1,NA,NA,NA,NA,NA
kernel_00,90,nan acceptance prob,warmup,3,1.499999925727e-4,gaussian-linear,006-gaussian-linear,20250909-142409,2,NA,NA,NA,NA,NA
kernel_00,90,nan acceptance prob,posterior,0,0,gaussian-linear,006-gaussian-linear,20250909-142409,2,NA,NA,NA,NA,NA
kernel_04,1,divergent transition,warmup,118,0.0059000002220273,gaussian-linear,006-gaussian-linear,20250909-142409,2,NA,NA,NA,NA,NA
kernel_04,1,divergent transition,posterior,0,0,gaussian-linear,006-gaussian-linear,20250909-142409,2,NA,NA,NA,NA,NA
kernel_00,90,nan acceptance prob,warmup,3,1.499999925727e-4,gaussian-linear,006-gaussian-linear,20250909-142405,3,NA,NA,NA,NA,NA
kernel_00,90,nan acceptance prob,posterior,0,0,gaussian-linear,006-gaussian-linear,20250909-142405,3,NA,NA,NA,NA,NA
kernel_04,1,divergent transition,warmup,100,0.00500000035390257,gaussian-linear,006-gaussian-linear,20250909-142405,3,NA,NA,NA,NA,NA
kernel_04,1,divergent transition,posterior,0,0,gaussian-linear,006-gaussian-linear,20250909-142405,3,NA,NA,NA,NA,NA
kernel_00,90,nan acceptance prob,warmup,6,3.0000001424923e-4,gaussian-linear,006-gaussian-linear,20250909-143042,4,NA,NA,NA,NA,NA
kernel_00,90,nan acceptance prob,posterior,0,0,gaussian-linear,006-gaussian-linear,20250909-143042,4,NA,NA,NA,NA,NA
kernel_04,1,divergent transition,warmup,131,0.00655000004917383,gaussian-linear,006-gaussian-linear,20250909-143042,4,NA,NA,NA,NA,NA
kernel_04,1,divergent transition,posterior,0,0,gaussian-linear,006-gaussian-linear,20250909-143042,4,NA,NA,NA,NA,NA
kernel_00,90,nan acceptance prob,warmup,4,1.9999999494757e-4,gaussian-linear,006-gaussian-linear,20250909-143049,5,NA,NA,NA,NA,NA
kernel_00,90,nan acceptance prob,posterior,0,0,gaussian-linear,006-gaussian-linear,20250909-143049,5,NA,NA,NA,NA,NA
kernel_04,1,divergent transition,warmup,94,0.004700000397861,gaussian-linear,006-gaussian-linear,20250909-143049,5,NA,NA,NA,NA,NA
kernel_04,1,divergent transition,posterior,0,0,gaussian-linear,006-gaussian-linear,20250909-143049,5,NA,NA,NA,NA,NA
kernel_00,90,nan acceptance prob,warmup,3,1.499999925727e-4,gaussian-linear,006-gaussian-linear,20250909-143107,6,NA,NA,NA,NA,NA
kernel_00,90,nan acceptance prob,posterior,0,0,gaussian-linear,006-gaussian-linear,20250909-143107,6,NA,NA,NA,NA,NA
kernel_04,1,divergent transition,warmup,86,0.00430000014603138,gaussian-linear,006-gaussian-linear,20250909-143107,6,NA,NA,NA,NA,NA
kernel_04,1,divergent transition,posterior,0,0,gaussian-linear,006-gaussian-linear,20250909-143107,6,NA,NA,NA,NA,NA
kernel_00,90,nan acceptance prob,warmup,6,2.999999851454e-4,gaussian-linear,006-gaussian-linear,20250909-143726,7,NA,NA,NA,NA,NA
kernel_00,90,nan acceptance prob,posterior,0,0,gaussian-linear,006-gaussian-linear,20250909-143726,7,NA,NA,NA,NA,NA
kernel_04,1,divergent transition,warmup,98,0.00490000005811452,gaussian-linear,006-gaussian-linear,20250909-143726,7,NA,NA,NA,NA,NA
kernel_04,1,divergent transition,posterior,0,0,gaussian-linear,006-gaussian-linear,20250909-143726,7,NA,NA,NA,NA,NA
kernel_00,90,nan acceptance prob,warmup,3,1.499999925727e-4,gaussian-linear,006-gaussian-linear,20250909-143736,8,NA,NA,NA,NA,NA
kernel_00,90,nan acceptance prob,posterior,0,0,gaussian-linear,006-gaussian-linear,20250909-143736,8,NA,NA,NA,NA,NA
kernel_04,1,divergent transition,warmup,102,0.00510000018402934,gaussian-linear,006-gaussian-linear,20250909-143736,8,NA,NA,NA,NA,NA
kernel_04,1,divergent transition,posterior,0,0,gaussian-linear,006-gaussian-linear,20250909-143736,8,NA,NA,NA,NA,NA
kernel_00,90,nan acceptance prob,warmup,4,1.9999999494757e-4,gaussian-linear,006-gaussian-linear,20250909-143755,9,NA,NA,NA,NA,NA
kernel_00,90,nan acceptance prob,posterior,0,0,gaussian-linear,006-gaussian-linear,20250909-143755,9,NA,NA,NA,NA,NA
kernel_04,1,divergent transition,warmup,74,0.00370000023394823,gaussian-linear,006-gaussian-linear,20250909-143755,9,NA,NA,NA,NA,NA
kernel_04,1,divergent transition,posterior,0,0,gaussian-linear,006-gaussian-linear,20250909-143755,9,NA,NA,NA,NA,NA
kernel_00,90,nan acceptance prob,warmup,2,9.999999747378752e-5,gaussian-linear,006-gaussian-linear,20250909-144411,10,NA,NA,NA,NA,NA
kernel_00,90,nan acceptance prob,posterior,0,0,gaussian-linear,006-gaussian-linear,20250909-144411,10,NA,NA,NA,NA,NA
kernel_04,1,divergent transition,warmup,106,0.00530000030994415,gaussian-linear,006-gaussian-linear,20250909-144411,10,NA,NA,NA,NA,NA
kernel_04,1,divergent transition,posterior,0,0,gaussian-linear,006-gaussian-linear,20250909-144411,10,NA,NA,NA,NA,NA
kernel_00,90,nan acceptance prob,warmup,1,4.999999873689376e-5,gaussian-nonlinear-nori,007-gaussian-nonlinear-nori,20250909-151910,-1,NA,NA,NA,NA,NA
kernel_00,90,nan acceptance prob,posterior,0,0,gaussian-nonlinear-nori,007-gaussian-nonlinear-nori,20250909-151910,-1,NA,NA,NA,NA,NA
kernel_01,90,nan acceptance prob,warmup,5,2.4999998277053e-4,gaussian-nonlinear-nori,007-gaussian-nonlinear-nori,20250909-151910,-1,NA,NA,NA,NA,NA
kernel_01,90,nan acceptance prob,posterior,0,0,gaussian-nonlinear-nori,007-gaussian-nonlinear-nori,20250909-151910,-1,NA,NA,NA,NA,NA
kernel_00,90,nan acceptance prob,warmup,2,9.999999747378752e-5,gaussian-nonlinear-nori,007-gaussian-nonlinear-nori,20250909-145915,1,NA,NA,NA,NA,NA
kernel_00,90,nan acceptance prob,posterior,0,0,gaussian-nonlinear-nori,007-gaussian-nonlinear-nori,20250909-145915,1,NA,NA,NA,NA,NA
kernel_01,90,nan acceptance prob,warmup,5,2.5000001187436e-4,gaussian-nonlinear-nori,007-gaussian-nonlinear-nori,20250909-145915,1,NA,NA,NA,NA,NA
kernel_01,90,nan acceptance prob,posterior,0,0,gaussian-nonlinear-nori,007-gaussian-nonlinear-nori,20250909-145915,1,NA,NA,NA,NA,NA
kernel_00,90,nan acceptance prob,warmup,1,4.999999873689376e-5,gaussian-nonlinear-nori,007-gaussian-nonlinear-nori,20250909-145909,2,NA,NA,NA,NA,NA
kernel_00,90,nan acceptance prob,posterior,0,0,gaussian-nonlinear-nori,007-gaussian-nonlinear-nori,20250909-145909,2,NA,NA,NA,NA,NA
kernel_01,90,nan acceptance prob,warmup,9,4.5000002137385e-4,gaussian-nonlinear-nori,007-gaussian-nonlinear-nori,20250909-145909,2,NA,NA,NA,NA,NA
kernel_01,90,nan acceptance prob,posterior,0,0,gaussian-nonlinear-nori,007-gaussian-nonlinear-nori,20250909-145909,2,NA,NA,NA,NA,NA
kernel_00,90,nan acceptance prob,warmup,1,4.999999873689376e-5,gaussian-nonlinear-nori,007-gaussian-nonlinear-nori,20250909-145905,3,NA,NA,NA,NA,NA
kernel_00,90,nan acceptance prob,posterior,0,0,gaussian-nonlinear-nori,007-gaussian-nonlinear-nori,20250909-145905,3,NA,NA,NA,NA,NA
kernel_01,90,nan acceptance prob,warmup,4,1.9999999494757e-4,gaussian-nonlinear-nori,007-gaussian-nonlinear-nori,20250909-145905,3,NA,NA,NA,NA,NA
kernel_01,90,nan acceptance prob,posterior,0,0,gaussian-nonlinear-nori,007-gaussian-nonlinear-nori,20250909-145905,3,NA,NA,NA,NA,NA
kernel_01,90,nan acceptance prob,warmup,5,2.5000001187436e-4,gaussian-nonlinear-nori,007-gaussian-nonlinear-nori,20250909-150519,4,NA,NA,NA,NA,NA
kernel_01,90,nan acceptance prob,posterior,0,0,gaussian-nonlinear-nori,007-gaussian-nonlinear-nori,20250909-150519,4,NA,NA,NA,NA,NA
kernel_01,90,nan acceptance prob,warmup,8,3.9999998989515e-4,gaussian-nonlinear-nori,007-gaussian-nonlinear-nori,20250909-150522,5,NA,NA,NA,NA,NA
kernel_01,90,nan acceptance prob,posterior,0,0,gaussian-nonlinear-nori,007-gaussian-nonlinear-nori,20250909-150522,5,NA,NA,NA,NA,NA
kernel_01,90,nan acceptance prob,warmup,4,1.9999999494757e-4,gaussian-nonlinear-nori,007-gaussian-nonlinear-nori,20250909-150526,6,NA,NA,NA,NA,NA
kernel_01,90,nan acceptance prob,posterior,0,0,gaussian-nonlinear-nori,007-gaussian-nonlinear-nori,20250909-150526,6,NA,NA,NA,NA,NA
kernel_01,90,nan acceptance prob,warmup,8,4.0000001899898e-4,gaussian-nonlinear-nori,007-gaussian-nonlinear-nori,20250909-151131,7,NA,NA,NA,NA,NA
kernel_01,90,nan acceptance prob,posterior,0,0,gaussian-nonlinear-nori,007-gaussian-nonlinear-nori,20250909-151131,7,NA,NA,NA,NA,NA
kernel_01,90,nan acceptance prob,warmup,10,4.9999996554106e-4,gaussian-nonlinear-nori,007-gaussian-nonlinear-nori,20250909-151134,8,NA,NA,NA,NA,NA
kernel_01,90,nan acceptance prob,posterior,0,0,gaussian-nonlinear-nori,007-gaussian-nonlinear-nori,20250909-151134,8,NA,NA,NA,NA,NA
kernel_01,90,nan acceptance prob,warmup,7,3.4999998752027e-4,gaussian-nonlinear-nori,007-gaussian-nonlinear-nori,20250909-151115,9,NA,NA,NA,NA,NA
kernel_01,90,nan acceptance prob,posterior,0,0,gaussian-nonlinear-nori,007-gaussian-nonlinear-nori,20250909-151115,9,NA,NA,NA,NA,NA
kernel_01,90,nan acceptance prob,warmup,10,5.0000002374872e-4,gaussian-nonlinear-nori,007-gaussian-nonlinear-nori,20250909-151835,10,NA,NA,NA,NA,NA
kernel_01,90,nan acceptance prob,posterior,0,0,gaussian-nonlinear-nori,007-gaussian-nonlinear-nori,20250909-151835,10,NA,NA,NA,NA,NA
kernel_00,90,nan acceptance prob,warmup,2,9.999999747378752e-5,gaussian-linear-nori,008-gaussian-linear-nori,20250909-151008,-1,NA,NA,NA,NA,NA
kernel_00,90,nan acceptance prob,posterior,0,0,gaussian-linear-nori,008-gaussian-linear-nori,20250909-151008,-1,NA,NA,NA,NA,NA
kernel_00,90,nan acceptance prob,warmup,1,4.999999873689376e-5,gaussian-linear-nori,008-gaussian-linear-nori,20250909-145720,1,NA,NA,NA,NA,NA
kernel_00,90,nan acceptance prob,posterior,0,0,gaussian-linear-nori,008-gaussian-linear-nori,20250909-145720,1,NA,NA,NA,NA,NA
kernel_01,90,nan acceptance prob,warmup,1,4.999999873689376e-5,gaussian-linear-nori,008-gaussian-linear-nori,20250909-145720,1,NA,NA,NA,NA,NA
kernel_01,90,nan acceptance prob,posterior,0,0,gaussian-linear-nori,008-gaussian-linear-nori,20250909-145720,1,NA,NA,NA,NA,NA
kernel_00,90,nan acceptance prob,warmup,1,4.999999873689376e-5,gaussian-linear-nori,008-gaussian-linear-nori,20250909-145717,2,NA,NA,NA,NA,NA
kernel_00,90,nan acceptance prob,posterior,0,0,gaussian-linear-nori,008-gaussian-linear-nori,20250909-145717,2,NA,NA,NA,NA,NA
kernel_01,90,nan acceptance prob,warmup,1,4.999999873689376e-5,gaussian-linear-nori,008-gaussian-linear-nori,20250909-145705,3,NA,NA,NA,NA,NA
kernel_01,90,nan acceptance prob,posterior,0,0,gaussian-linear-nori,008-gaussian-linear-nori,20250909-145705,3,NA,NA,NA,NA,NA
kernel_00,90,nan acceptance prob,warmup,1,4.999999873689376e-5,gaussian-linear-nori,008-gaussian-linear-nori,20250909-150138,4,NA,NA,NA,NA,NA
kernel_00,90,nan acceptance prob,posterior,0,0,gaussian-linear-nori,008-gaussian-linear-nori,20250909-150138,4,NA,NA,NA,NA,NA
kernel_00,90,nan acceptance prob,warmup,2,9.999999747378752e-5,gaussian-linear-nori,008-gaussian-linear-nori,20250909-150139,5,NA,NA,NA,NA,NA
kernel_00,90,nan acceptance prob,posterior,0,0,gaussian-linear-nori,008-gaussian-linear-nori,20250909-150139,5,NA,NA,NA,NA,NA
kernel_00,90,nan acceptance prob,warmup,1,4.999999873689376e-5,gaussian-linear-nori,008-gaussian-linear-nori,20250909-150211,6,NA,NA,NA,NA,NA
kernel_00,90,nan acceptance prob,posterior,0,0,gaussian-linear-nori,008-gaussian-linear-nori,20250909-150211,6,NA,NA,NA,NA,NA
kernel_00,90,nan acceptance prob,warmup,1,4.999999873689376e-5,gaussian-linear-nori,008-gaussian-linear-nori,20250909-150608,7,NA,NA,NA,NA,NA
kernel_00,90,nan acceptance prob,posterior,0,0,gaussian-linear-nori,008-gaussian-linear-nori,20250909-150608,7,NA,NA,NA,NA,NA
kernel_00,90,nan acceptance prob,warmup,1,4.999999873689376e-5,gaussian-linear-nori,008-gaussian-linear-nori,20250909-150605,8,NA,NA,NA,NA,NA
kernel_00,90,nan acceptance prob,posterior,0,0,gaussian-linear-nori,008-gaussian-linear-nori,20250909-150605,8,NA,NA,NA,NA,NA
kernel_00,90,nan acceptance prob,warmup,1,4.999999873689376e-5,gaussian-linear-nori,008-gaussian-linear-nori,20250909-151010,10,NA,NA,NA,NA,NA
kernel_00,90,nan acceptance prob,posterior,0,0,gaussian-linear-nori,008-gaussian-linear-nori,20250909-151010,10,NA,NA,NA,NA,NA
